"","incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point.latitude","map_point.longitude"
"3104","21008780",2021-07-08,"Emergency Medical Service (EMS)","2700BLK NEILSON WAY","E-2S","Station 2 ",2021-07-08 23:43:02,2021-07-09 00:27:41,"Report              ","34.000551753447283","-118.48313032113383","34.0005517534473","-118.483130321134"
"3105","21008782",2021-07-09,"Emergency Medical Service (EMS)","1100BLK PICO BLVD","E-2N","Station 2 ",2021-07-09 01:29:56,2021-07-09 01:42:58,"Report              ","34.014378641586845","-118.47903945166833","34.0143786415868","-118.479039451668"
"3106","21008781",2021-07-09,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-09 01:18:54,2021-07-09 01:59:43,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3107","21008784",2021-07-09,"Emergency Medical Service (EMS)","1900BLK 22ND ST","E-5N","Station 5 ",2021-07-09 03:22:57,2021-07-09 03:44:41,"Report              ","34.022710769233221","-118.46954401715779","34.0227107692332","-118.469544017158"
"3108","21008785",2021-07-09,"Emergency Medical Service (EMS)","20TH ST / WILSHIRE BLVD","E-4","Station 3 ",2021-07-09 04:22:52,2021-07-09 04:32:48,"Report              ","34.031380024851657","-118.48316935598808","34.0313800248517","-118.483169355988"
"3109","21008787",2021-07-09,"Emergency Medical Service (EMS)","2400BLK MAIN ST","E-2N","Station 2 ",2021-07-09 05:00:28,2021-07-09 05:07:35,"Report              ","34.004105605512365","-118.48569421015073","34.0041056055124","-118.485694210151"
"3110","21008788",2021-07-09,"Emergency Medical Service (EMS)","800BLK HARVARD ST","E-4","Station 3 ",2021-07-09 05:06:01,2021-07-09 05:55:40,"Report              ","34.042228171558712","-118.48107995523174","34.0422281715587","-118.481079955232"
"3111","21008790",2021-07-09,"Emergency Medical Service (EMS)","24TH ST / PICO BLVD","E-5N","Station 5 ",2021-07-09 05:47:56,2021-07-09 06:23:09,"Report              ","34.022071978845005","-118.46460312970945","34.022071978845","-118.464603129709"
"3112","21008789",2021-07-09,"Emergency Medical Service (EMS)","2000BLK ARIZONA AVE","E-4","Station 3 ",2021-07-09 05:37:22,2021-07-09 06:28:52,"Report              ","34.030341815835556","-118.48117884297685","34.0303418158356","-118.481178842977"
"3113","21008794",2021-07-09,"Emergency Medical Service (EMS)","900BLK WILSHIRE BLVD","E-6","Station 1 ",2021-07-09 08:15:46,2021-07-09 08:39:50,"Report              ","34.023324042637569","-118.49310129992675","34.0233240426376","-118.493101299927"
"3114","21008796",2021-07-09,"Emergency Medical Service (EMS)","1500BLK 14TH ST ","E-1","Station 1 ",2021-07-09 08:22:16,2021-07-09 08:52:39,"Report              ","34.022076504646215","-118.48334975354516","34.0220765046462","-118.483349753545"
"3115","21008795",2021-07-09,"Emergency Medical Service (EMS)","500BLK OLYMPIC BLVD W","E-1","Station 1 ",2021-07-09 08:21:37,2021-07-09 08:54:22,"Report              ","34.013073554128887","-118.48941315098216","34.0130735541289","-118.489413150982"
"3116","21008798",2021-07-09,"Emergency Medical Service (EMS)","1000BLK WILSHIRE BLVD","E-6","Station 1 ",2021-07-09 08:49:05,2021-07-09 08:58:43,"Report              ","34.024092137445692","-118.49215301757208","34.0240921374457","-118.492153017572"
"3117","21008799",2021-07-09,"Emergency Medical Service (EMS)","2000BLK HILL ST","E-5S","Station 5 ",2021-07-09 09:22:23,2021-07-09 09:49:33,"Report              ","34.012418161649265","-118.46272107241421","34.0124181616493","-118.462721072414"
"3118","21008801",2021-07-09,"Emergency Medical Service (EMS)","1500BLK YALE ST","E-3","Station 3 ",2021-07-09 09:44:43,2021-07-09 10:02:06,"Report              ","34.03357986293301","-118.46914342752505","34.033579862933","-118.469143427525"
"3119","21008802",2021-07-09,"Emergency Medical Service (EMS)","900BLK 4TH ST","E-6","Station 1 ",2021-07-09 09:56:02,2021-07-09 10:26:42,"Report              ","34.022516581393546","-118.50228672396614","34.0225165813935","-118.502286723966"
"3120","21008805",2021-07-09,"Emergency Medical Service (EMS)","2500BLK MAIN ST ","E-2N","Station 2 ",2021-07-09 11:05:53,2021-07-09 11:11:29,"Report              ","34.0036265437476","-118.48521369256386","34.0036265437476","-118.485213692564"
"3121","21008807",2021-07-09,"Emergency Medical Service (EMS)","2900BLK OCEAN PARK BLVD","E-5N","Station 5 ",2021-07-09 11:18:44,2021-07-09 12:14:22,"Report              ","34.01939363329744","-118.4548962069612","34.0193936332974","-118.454896206961"
"3122","21008809",2021-07-09,"Emergency Medical Service (EMS)","4TH ST / WILSHIRE BLVD","E-6","Station 1 ",2021-07-09 12:07:04,2021-07-09 12:49:02,"Report              ","34.019112770647077","-118.49830369393644","34.0191127706471","-118.498303693936"
"3123","21008813",2021-07-09,"Emergency Medical Service (EMS)","26TH ST / WILSHIRE BLVD","E-4","Station 3 ",2021-07-09 12:48:29,2021-07-09 13:03:14,"Report              ","34.036000402182864","-118.47745823729257","34.0360004021829","-118.477458237293"
"3124","21008814",2021-07-09,"Emergency Medical Service (EMS)","2700BLK PICO BLVD","E-5N","Station 5 ",2021-07-09 13:00:37,2021-07-09 13:18:43,"Report              ","34.023755054054774","-118.46143813599403","34.0237550540548","-118.461438135994"
"3125","21008815",2021-07-09,"Emergency Medical Service (EMS)","900BLK 3RD ST","E-6","Station 1 ",2021-07-09 13:09:12,2021-07-09 13:50:18,"Report              ","34.021749309626173","-118.50322907160357","34.0217493096262","-118.503229071604"
"3126","21008816",2021-07-09,"Emergency Medical Service (EMS)","700BLK 9TH ST","E-6","Station 1 ",2021-07-09 13:32:33,2021-07-09 14:05:33,"Report              ","34.028808342687647","-118.50042746577233","34.0288083426876","-118.500427465772"
"3127","21008821",2021-07-09,"Emergency Medical Service (EMS)","1300BLK CEDAR ST","E-2N","Station 2 ",2021-07-09 15:13:10,2021-07-09 15:40:14,"Report              ","34.012111337110859","-118.47324820177141","34.0121113371109","-118.473248201771"
"3128","21008820",2021-07-09,"Emergency Medical Service (EMS)","2300BLK 24TH ST","E-5N","Station 5 ",2021-07-09 15:09:48,2021-07-09 15:54:37,"Report              ","34.021038763694676","-118.46373556783834","34.0210387636947","-118.463735567838"
"3129","21008824",2021-07-09,"Emergency Medical Service (EMS)","900BLK EUCLID ST","E-4","Station 3 ",2021-07-09 16:06:46,2021-07-09 16:27:35,"Report              ","34.02941641164837","-118.49377469772365","34.0294164116484","-118.493774697724"
"3130","21008825",2021-07-09,"Emergency Medical Service (EMS)","1300BLK 15TH ST ","E-3","Station 3 ",2021-07-09 16:36:25,2021-07-09 17:18:25,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"3131","21008833",2021-07-09,"Emergency Medical Service (EMS)","2300BLK WILSHIRE BLVD ","E-4","Station 3 ",2021-07-09 18:25:51,2021-07-09 18:44:14,"Report              ","34.033718077914067","-118.48028077874271","34.0337180779141","-118.480280778743"
"3132","21008834",2021-07-09,"Emergency Medical Service (EMS)","1300BLK 2ND ST","E-1","Station 1 ",2021-07-09 18:48:16,2021-07-09 19:06:55,"Report              ","34.015552119442674","-118.49782348132217","34.0155521194427","-118.497823481322"
"3133","21008837",2021-07-09,"Emergency Medical Service (EMS)","1100BLK HARVARD ST","E-4","Station 3 ",2021-07-09 20:31:34,2021-07-09 20:49:57,"Report              ","34.038182812280674","-118.47634971698579","34.0381828122807","-118.476349716986"
"3134","21008839",2021-07-09,"Emergency Medical Service (EMS)","17TH ST / SANTA MONICA BLVD","E-3","Station 3 ",2021-07-09 22:04:05,2021-07-09 22:12:07,"Report              ","34.026381777671915","-118.48285669487932","34.0263817776719","-118.482856694879"
"3135","21008844",2021-07-10,"Emergency Medical Service (EMS)","1000BLK 5TH ST","E-6","Station 1 ",2021-07-10 03:35:49,2021-07-10 04:07:07,"Report              ","34.021935464504487","-118.49976234384751","34.0219354645045","-118.499762343848"
"3136","21008845",2021-07-10,"Emergency Medical Service (EMS)","900BLK 4TH ST","E-6","Station 1 ",2021-07-10 05:47:33,2021-07-10 06:16:03,"Report              ","34.022516581393546","-118.50228672396614","34.0225165813935","-118.502286723966"
"3137","21008846",2021-07-10,"Emergency Medical Service (EMS)","1900BLK EUCLID ST","E-2N","Station 2 ",2021-07-10 08:00:23,2021-07-10 08:19:03,"Report              ","34.015892111786989","-118.47797720768229","34.015892111787","-118.477977207682"
"3138","21008848",2021-07-10,"Emergency Medical Service (EMS)","MAIN ST / OCEAN PARK BLVD","E-2S","Station 2 ",2021-07-10 08:19:18,2021-07-10 08:43:57,"Report              ","34.002305134641141","-118.48388238556731","34.0023051346411","-118.483882385567"
"3139","21008851",2021-07-10,"Emergency Medical Service (EMS)","1400BLK 17TH ST","E-3","Station 3 ",2021-07-10 09:10:26,2021-07-10 09:30:27,"Report              ","34.025713174897128","-118.48207177139247","34.0257131748971","-118.482071771392"
"3140","21008852",2021-07-10,"Emergency Medical Service (EMS)","300BLK SANTA MONICA BLVD ","E-1","Station 1 ",2021-07-10 09:46:44,2021-07-10 10:05:26,"Report              ","34.016031225459649","-118.4956195573054","34.0160312254596","-118.495619557305"
"3141","21008854",2021-07-10,"Emergency Medical Service (EMS)","1800BLK MAIN ST ","E-2N","Station 2 ",2021-07-10 09:56:47,2021-07-10 10:13:42,"Report              ",NA,NA,NA,NA
"3142","21008853",2021-07-10,"Emergency Medical Service (EMS)","1200BLK 10TH ST","E-6","Station 1 ",2021-07-10 09:52:02,2021-07-10 10:48:02,"Report              ","34.023030064078121","-118.49183733165262","34.0230300640781","-118.491837331653"
"3143","21008856",2021-07-10,"Emergency Medical Service (EMS)","1600BLK 7TH ST ","E-1","Station 1 ",2021-07-10 11:38:04,2021-07-10 11:56:46,"Report              ","34.015664116749342","-118.48874686397545","34.0156641167493","-118.488746863975"
"3144","21008857",2021-07-10,"Emergency Medical Service (EMS)","2200BLK VIRGINIA AVE ","E-5N","Station 5 ",2021-07-10 11:40:44,2021-07-10 11:59:03,"Report              ","34.022070290859993","-118.46872565880054","34.02207029086","-118.468725658801"
"3145","21008859",2021-07-10,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-07-10 12:16:25,2021-07-10 12:23:35,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"3146","21008861",2021-07-10,"Emergency Medical Service (EMS)","CENTINELA AVE / PICO BLVD","E-5N","Station 5 ",2021-07-10 12:40:17,2021-07-10 12:47:23,"Report              ","34.027659338057312","-118.45258336297347","34.0276593380573","-118.452583362973"
"3147","21008862",2021-07-10,"Emergency Medical Service (EMS)","400BLK OCEAN AVE","E-6","Station 1 ",2021-07-10 12:49:27,2021-07-10 13:07:12,"Report              ","34.025150512211439","-118.51183051843692","34.0251505122114","-118.511830518437"
"3148","21008860",2021-07-10,"Emergency Medical Service (EMS)","800BLK 14TH ST","E-4","Station 3 ",2021-07-10 12:31:56,2021-07-10 13:22:29,"Report              ","34.031522192805305","-118.494390964316","34.0315221928053","-118.494390964316"
"3149","21008865",2021-07-10,"Emergency Medical Service (EMS)","1300BLK 2ND ST","E-1","Station 1 ",2021-07-10 13:36:20,2021-07-10 14:01:40,"Report              ","34.015552119442674","-118.49782348132217","34.0155521194427","-118.497823481322"
"3150","21008868",2021-07-10,"Emergency Medical Service (EMS)","500BLK OCEAN AVE","E-6","Station 1 ",2021-07-10 14:36:50,2021-07-10 15:14:43,"Report              ","34.02432055103322","-118.51039234924697","34.0243205510332","-118.510392349247"
"3151","21008874",2021-07-10,"Emergency Medical Service (EMS)","500BLK WILSHIRE BLVD ","E-6","Station 1 ",2021-07-10 15:33:28,2021-07-10 15:34:35,"Cancelled           ","34.020262222777234","-118.49688596662752","34.0202622227772","-118.496885966628"
"3152","21008875",2021-07-10,"Emergency Medical Service (EMS)","BERKELEY ST / WILSHIRE BLVD","E-4","Station 3 ",2021-07-10 15:40:51,2021-07-10 15:48:40,"Report              ","34.039815087848496","-118.47275554026663","34.0398150878485","-118.472755540267"
"3153","21008876",2021-07-10,"Emergency Medical Service (EMS)","7TH ST / WILSHIRE BLVD","E-6","Station 1 ",2021-07-10 16:00:06,2021-07-10 16:06:59,"Report              ","34.021406968757709","-118.49546213258586","34.0214069687577","-118.495462132586"
"3154","21008877",2021-07-10,"Emergency Medical Service (EMS)","2100BLK LINCOLN BLVD","E-2N","Station 2 ",2021-07-10 16:13:57,2021-07-10 16:25:16,"Report              ","34.010627007130893","-118.48093952873494","34.0106270071309","-118.480939528735"
"3155","21008881",2021-07-10,"Emergency Medical Service (EMS)","1500BLK 2ND ST ","E-1","Station 1 ",2021-07-10 17:10:52,2021-07-10 17:42:55,"Report              ","34.012873236045223","-118.49469210243443","34.0128732360452","-118.494692102434"
"3156","21008883",2021-07-10,"Emergency Medical Service (EMS)","1400BLK 17TH ST","E-3","Station 3 ",2021-07-10 17:26:55,2021-07-10 17:44:02,"Report              ","34.025713174897128","-118.48207177139247","34.0257131748971","-118.482071771392"
"3157","21008884",2021-07-10,"Emergency Medical Service (EMS)","100BLK SANTA MONICA BLVD","E-1","Station 1 ",2021-07-10 17:36:39,2021-07-10 18:01:47,"Report              ","34.014486914552663","-118.4975222632366","34.0144869145527","-118.497522263237"
"3158","21008887",2021-07-10,"Emergency Medical Service (EMS)","1900BLK 20TH ST","E-5N","Station 5 ",2021-07-10 18:29:46,2021-07-10 18:55:37,"Report              ","34.021253898723636","-118.47134249966489","34.0212538987236","-118.471342499665"
"3159","21008889",2021-07-10,"Emergency Medical Service (EMS)","600BLK ARIZONA AVE","E-1","Station 1 ",2021-07-10 19:14:56,2021-07-10 19:28:13,"Report              ","34.019668396678092","-118.4943535468726","34.0196683966781","-118.494353546873"
"3160","21008888",2021-07-10,"Emergency Medical Service (EMS)","1300BLK 3RD STREET PROM ","E-1","Station 1 ",2021-07-10 19:11:12,2021-07-10 19:34:37,"Report              ","34.016322025172009","-118.49687313176575","34.016322025172","-118.496873131766"
"3161","21008890",2021-07-10,"Emergency Medical Service (EMS)","1300BLK HILL ST","E-2S","Station 2 ",2021-07-10 19:17:07,2021-07-10 19:37:28,"Report              ","34.008460550263578","-118.46953144172414","34.0084605502636","-118.469531441724"
"3162","21008891",2021-07-10,"Emergency Medical Service (EMS)","MAIN ST / HOLLISTER AVE","E-2N","Station 2 ",2021-07-10 20:15:13,2021-07-10 20:21:06,"Report              ","34.004105605512365","-118.48569421015073","34.0041056055124","-118.485694210151"
"3163","21008892",2021-07-10,"Emergency Medical Service (EMS)","1300BLK 14TH ST","E-3","Station 3 ",2021-07-10 20:52:17,2021-07-10 21:23:45,"Report              ","34.024749793151628","-118.48647536861191","34.0247497931516","-118.486475368612"
"3164","21008897",2021-07-10,"Emergency Medical Service (EMS)","2700BLK MAIN ST ","E-2S","Station 2 ",2021-07-10 21:33:00,2021-07-10 21:45:21,"Report              ","34.000560919204425","-118.48213367406434","34.0005609192044","-118.482133674064"
"3165","21008899",2021-07-10,"Emergency Medical Service (EMS)","4TH ST / PALISADES AVE","E-6","Station 1 ",2021-07-10 23:16:33,2021-07-10 23:23:28,"Report              ","34.025385755412437","-118.50562371892646","34.0253857554124","-118.505623718926"
"3166","21008900",2021-07-10,"Emergency Medical Service (EMS)","400BLK BROADWAY","E-1","Station 1 ",2021-07-10 23:41:36,2021-07-10 23:56:27,"Report              ","34.015459105843725","-118.49310898068021","34.0154591058437","-118.49310898068"
"3167","21008901",2021-07-11,"Emergency Medical Service (EMS)","3100BLK HIGHLAND AVE","E-2S","Station 2 ",2021-07-11 00:19:18,2021-07-11 00:36:35,"Report              ","34.001658866805478","-118.47410612237262","34.0016588668055","-118.474106122373"
"3168","21008902",2021-07-11,"Emergency Medical Service (EMS)","1700BLK PIER AVE","E-5S","Station 5 ",2021-07-11 00:38:27,2021-07-11 00:59:20,"Report              ","34.009824003481889","-118.46301895290048","34.0098240034819","-118.4630189529"
"3169","21008905",2021-07-11,"Emergency Medical Service (EMS)","700BLK MONTANA AVE","E-6","Station 1 ",2021-07-11 02:00:28,2021-07-11 02:16:23,"Report              ","34.027205059694936","-118.50131767565144","34.0272050596949","-118.501317675651"
"3170","21008908",2021-07-11,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-07-11 03:35:58,2021-07-11 03:52:15,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"3171","21008907",2021-07-11,"Emergency Medical Service (EMS)","800BLK 2ND ST","E-6","Station 1 ",2021-07-11 03:30:35,2021-07-11 04:06:13,"Report              ","34.022321731532976","-118.50574163746492","34.022321731533","-118.505741637465"
"3172","21008911",2021-07-11,"Emergency Medical Service (EMS)","400BLK RAYMOND AVE","E-2S","Station 2 ",2021-07-11 06:05:47,2021-07-11 06:36:18,"Report              ","34.002292134804286","-118.47888367337792","34.0022921348043","-118.478883673378"
